"M_ab","M_ba","D_ab","D_ba","max_accept.x_a","max_accept.x_b","max_accept.e_star_a","max_accept.e_star_b","max_accept.e_hat_a","max_accept.e_hat_b","max_accept.e_a_star","max_accept.npv_a_star","max_accept.npv_b_star","max_accept.npv_a_hat","max_accept.npv_b_hat","max_accept.V_star","max_accept.WTP_A","max_accept.WTA_B","max_accept.accept"
0.1,0.4,0.1,0.1,100,10.6157894736842,45.6140350877193,45.6140350877193,35.8674463937622,8.08966861598441,51.4595408683692,10812.7942435683,-6958.20749564335,12750.5709897275,502.232977069539,3722.24704778032,9028.32394194716,502.232977069539,8526.09096487762
0.1,0.4,0.1,0.2,100,5.35789473684211,45.6140350877193,45.6140350877193,35.8674463937622,2.85087719298247,53.681776235294,10812.7942435683,-8003.56053912638,12750.5709897275,498.434934647065,3601.36210129113,9149.20888843635,498.434934647065,8650.77395378929
0.1,0.4,0.1,0.3,100,0.1,45.6140350877193,45.6140350877193,35.8674463937622,-3.88471177944862,55.8522710129724,10812.7942435683,-9048.91358260942,12750.5709897275,792.224035384757,3447.7849825366,9302.78600719088,792.224035384757,8510.56197180612
0.1,0.4,0.1,0.4,100,0.1,45.6140350877193,45.6140350877193,35.8674463937622,-12.8654970760234,55.7677207105196,10812.7942435683,-9048.91358260942,12750.5709897275,2577.74689434573,3423.27787953589,9327.29311019159,2577.74689434573,6749.54621584586
0.1,0.4,0.1,0.5,100,0.1,45.6140350877193,45.6140350877193,35.8674463937622,-25.4385964912281,55.5058957385936,10812.7942435683,-9048.91358260942,12750.5709897275,5077.47889689108,3386.1301620655,9364.44082766198,5077.47889689108,4286.96193077089
0.1,0.4,0.1,0.6,100,0.1,45.6140350877193,45.6140350877193,35.8674463937622,-44.2982456140351,55.0776150402613,10812.7942435683,-9048.91358260942,12750.5709897275,8827.07690070911,3338.43023218573,9412.14075754174,8827.07690070911,585.06385683263
0.1,0.4,0.1,0.7,100,0.1,45.6140350877193,45.6140350877193,35.8674463937622,-75.7309941520468,54.572211484014,10812.7942435683,-9048.91358260942,12750.5709897275,15076.4069070725,3285.30468307756,9465.26630664992,15076.4069070725,-5611.1406004226
0.1,0.4,0.1,0.8,100,0.1,45.6140350877193,45.6140350877193,35.8674463937622,-138.59649122807,54.0355571273177,10812.7942435683,-9048.91358260942,12750.5709897275,27575.0669197993,3231.49344482191,9519.07754490557,27575.0669197993,-18055.9893748937
0.1,0.4,0.1,0.9,100,0.1,45.6140350877193,45.6140350877193,35.8674463937622,-327.19298245614,53.4757393375158,10812.7942435683,-9048.91358260942,12750.5709897275,65071.0469579797,3175.06082750852,9575.51016221896,65071.0469579797,-55495.5367957607
0.1,0.5,0.1,0.1,100,0.1,45.6140350877193,45.6140350877193,35.8674463937622,-1.16959064327485,55.6376943540652,10812.7942435683,-9048.91358260942,12750.5709897275,252.414798954695,3446.62104905801,9303.94994066947,252.414798954695,9051.53514171478
0.1,0.5,0.1,0.2,100,0.1,45.6140350877193,45.6140350877193,35.8674463937622,-7.5657894736842,55.4784827257782,10812.7942435683,-9048.91358260942,12750.5709897275,1524.08078862166,3416.40857124381,9334.16241848367,1524.08078862166,7810.081629862
0.1,0.5,0.1,0.3,100,0.1,45.6140350877193,45.6140350877193,35.8674463937622,-15.7894736842105,55.225384475474,10812.7942435683,-9048.91358260942,12750.5709897275,3159.07991819348,3377.91754166686,9372.65344806062,3159.07991819348,6213.57352986714
0.1,0.5,0.1,0.4,100,0.1,45.6140350877193,45.6140350877193,35.8674463937622,-26.7543859649123,54.8371867609244,10812.7942435683,-9048.91358260942,12750.5709897275,5339.07875762257,3332.25341237462,9418.31757735286,5339.07875762257,4079.23881973028
0.1,0.5,0.1,0.5,100,0.1,45.6140350877193,45.6140350877193,35.8674463937622,-42.1052631578947,54.3450682034815,10812.7942435683,-9048.91358260942,12750.5709897275,8391.0771328233,3279.92705073331,9470.64393899417,8391.0771328233,1079.56680617087
0.1,0.5,0.1,0.6,100,0.1,45.6140350877193,45.6140350877193,35.8674463937622,-65.1315789473684,53.8767687357403,10812.7942435683,-9048.91358260942,12750.5709897275,12969.0746956244,3229.39193873279,9521.17905099469,12969.0746956244,-3447.8956446297
0.1,0.5,0.1,0.7,100,0.1,45.6140350877193,45.6140350877193,35.8674463937622,-103.508771929825,53.3386025970051,10812.7942435683,-9048.91358260942,12750.5709897275,20599.0706336262,3174.58529652557,9575.98569320191,20599.0706336262,-11023.0849404243
0.1,0.5,0.1,0.8,100,0.1,45.6140350877193,45.6140350877193,35.8674463937622,-180.263157894737,52.8914752080675,10812.7942435683,-9048.91358260942,12750.5709897275,35859.0625096298,3126.26671841043,9624.30427131705,35859.0625096298,-26234.7582383128
0.1,0.5,0.1,0.9,100,0.1,45.6140350877193,45.6140350877193,35.8674463937622,-410.526315789474,52.4207765789914,10812.7942435683,-9048.91358260942,12750.5709897275,81639.0381376408,3078.67716453124,9671.89382519624,81639.0381376408,-71967.1443124445
0.1,0.6,0.1,0.1,100,0.1,45.6140350877193,45.6140350877193,35.8674463937622,-10.4288499025341,54.9603986986123,10812.7942435683,-9048.91358260942,12750.5709897275,2093.30270780593,3369.66327158879,9380.90771813869,2093.30270780593,7287.60501033277
0.1,0.6,0.1,0.2,100,0.1,45.6140350877193,45.6140350877193,35.8674463937622,-17.9824561403509,54.6321904516271,10812.7942435683,-9048.91358260942,12750.5709897275,3595.0796860793,3326.57774488716,9423.99324484032,3595.0796860793,5828.91355876102
0.1,0.6,0.1,0.3,100,0.1,45.6140350877193,45.6140350877193,35.8674463937622,-27.6942355889724,54.1490152635816,10812.7942435683,-9048.91358260942,12750.5709897275,5525.93580100221,3275.36710881328,9475.20388091419,5525.93580100221,3949.26807991198
0.1,0.6,0.1,0.4,100,0.1,45.6140350877193,45.6140350877193,35.8674463937622,-40.6432748538012,53.7213888933669,10812.7942435683,-9048.91358260942,12750.5709897275,8100.41062089942,3226.94430202603,9523.62668770145,8100.41062089942,1423.21606680203
0.1,0.6,0.1,0.5,100,0.1,45.6140350877193,45.6140350877193,35.8674463937622,-58.7719298245614,53.2101281337237,10812.7942435683,-9048.91358260942,12750.5709897275,11704.6753687555,3174.24802409291,9576.32296563457,11704.6753687555,-2128.35240312095
0.1,0.6,0.1,0.6,100,0.1,45.6140350877193,45.6140350877193,35.8674463937622,-85.9649122807017,52.8052852344396,10812.7942435683,-9048.91358260942,12750.5709897275,17111.0724905397,3127.89255342623,9622.67843630125,17111.0724905397,-7488.3940542384
0.1,0.6,0.1,0.7,100,0.1,45.6140350877193,45.6140350877193,35.8674463937622,-131.286549707602,52.3619167735206,10812.7942435683,-9048.91358260942,12750.5709897275,26121.7343601799,3081.45328970917,9669.11770001831,26121.7343601799,-16452.6166601616
0.1,0.6,0.1,0.8,100,0.1,45.6140350877193,45.6140350877193,35.8674463937622,-221.929824561404,51.9262403245575,10812.7942435683,-9048.91358260942,12750.5709897275,44143.0580994604,3038.51786755542,9712.05312217206,44143.0580994604,-34431.0049772883
0.1,0.6,0.1,0.9,100,0.1,45.6140350877193,45.6140350877193,35.8674463937622,-493.859649122807,51.5577317332012,10812.7942435683,-9048.91358260942,12750.5709897275,98207.0293173018,3001.31014186063,9749.26084786685,98207.0293173018,-88457.768469435
0.1,0.7,0.1,0.1,100,0.1,45.6140350877193,45.6140350877193,35.8674463937622,-19.6881091617934,53.9775221533099,10812.7942435683,-9048.91358260942,12750.5709897275,3934.19061665716,3271.48703483519,9479.08395489229,3934.19061665716,5544.89333823513
0.1,0.7,0.1,0.2,100,0.1,45.6140350877193,45.6140350877193,35.8674463937622,-28.3991228070175,53.56661815916,10812.7942435683,-9048.91358260942,12750.5709897275,5666.07858353694,3224.31548117944,9526.25550854804,5666.07858353694,3860.1769250111
0.1,0.7,0.1,0.3,100,0.1,45.6140350877193,45.6140350877193,35.8674463937622,-39.5989974937343,53.0891130852414,10812.7942435683,-9048.91358260942,12750.5709897275,7892.79168381094,3174.02771064881,9576.54327907867,7892.79168381094,1683.75159526773
0.1,0.7,0.1,0.4,100,0.1,45.6140350877193,45.6140350877193,35.8674463937622,-54.5321637426901,52.7216497110818,10812.7942435683,-9048.91358260942,12750.5709897275,10861.7424841763,3129.48603448703,9621.08495524045,10861.7424841763,-1240.65752893582
0.1,0.7,0.1,0.5,100,0.1,45.6140350877193,45.6140350877193,35.8674463937622,-75.4385964912281,52.3033469763267,10812.7942435683,-9048.91358260942,12750.5709897275,15018.2736046877,3084.14318249392,9666.42780723356,15018.2736046877,-5351.84579745417
0.1,0.7,0.1,0.6,100,0.1,45.6140350877193,45.6140350877193,35.8674463937622,-106.798245614035,51.8853565838219,10812.7942435683,-9048.91358260942,12750.5709897275,21253.0702854549,3041.82605254816,9708.74493717932,21253.0702854549,-11544.3253482756
0.1,0.7,0.1,0.7,100,0.1,45.6140350877193,45.6140350877193,35.8674463937622,-159.06432748538,51.5315098210236,10812.7942435683,-9048.91358260942,12750.5709897275,31644.3980867336,3005.05396026465,9745.51702946283,31644.3980867336,-21898.8810572708
0.1,0.7,0.1,0.8,100,0.1,45.6140350877193,45.6140350877193,35.8674463937622,-263.59649122807,51.2318587149398,10812.7942435683,-9048.91358260942,12750.5709897275,52427.0536892909,2972.76882577489,9777.80216395259,52427.0536892909,-42649.2515253384
0.1,0.7,0.1,0.9,100,0.1,45.6140350877193,45.6140350877193,35.8674463937622,-577.192982456141,50.9136397136857,10812.7942435683,-9048.91358260942,12750.5709897275,114775.020496963,2941.47787703781,9809.09311268967,114775.020496963,-104965.927384273
0.1,0.8,0.1,0.1,100,0.1,45.6140350877193,45.6140350877193,35.8674463937622,-28.9473684210526,52.9745767684349,10812.7942435683,-9048.91358260942,12750.5709897275,5775.07852550839,3173.90635093898,9576.6646387885,5775.07852550839,3801.58611328011
0.1,0.8,0.1,0.2,100,0.1,45.6140350877193,45.6140350877193,35.8674463937622,-38.8157894736842,52.6403012353687,10812.7942435683,-9048.91358260942,12750.5709897275,7737.07748099457,3131.04392109214,9619.52706863534,7737.07748099457,1882.44958764077
0.1,0.8,0.1,0.3,100,0.1,45.6140350877193,45.6140350877193,35.8674463937622,-51.5037593984962,52.2451219748436,10812.7942435683,-9048.91358260942,12750.5709897275,10259.6475666197,3086.75072793637,9663.82026179111,10259.6475666197,-595.827304828557
0.1,0.8,0.1,0.4,100,0.1,45.6140350877193,45.6140350877193,35.8674463937622,-68.421052631579,51.843769449037,10812.7942435683,-9048.91358260942,12750.5709897275,13623.0743474531,3045.03562138233,9705.53536834514,13623.0743474531,-3917.53897910797
0.1,0.8,0.1,0.5,100,0.1,45.6140350877193,45.6140350877193,35.8674463937622,-92.1052631578947,51.503715015621,10812.7942435683,-9048.91358260942,12750.5709897275,18331.8718406199,3008.69135376061,9741.87963596687,18331.8718406199,-8589.99220465308
0.1,0.8,0.1,0.6,100,0.1,45.6140350877193,45.6140350877193,35.8674463937622,-127.631578947368,51.2157690058838,10812.7942435683,-9048.91358260942,12750.5709897275,25395.0680803702,2976.72759129372,9773.84339843376,25395.0680803702,-15621.2246819364
0.1,0.8,0.1,0.7,100,0.1,45.6140350877193,45.6140350877193,35.8674463937622,-186.842105263158,50.9195430083703,10812.7942435683,-9048.91358260942,12750.5709897275,37167.0618132873,2946.10670591746,9804.46428381002,37167.0618132873,-27362.5975294773
0.1,0.8,0.1,0.8,100,0.1,45.6140350877193,45.6140350877193,35.8674463937622,-305.263157894737,50.5839128464647,10812.7942435683,-9048.91358260942,12750.5709897275,60711.0492791215,2916.14297570633,9834.42801402114,60711.0492791215,-50876.6212651003
0.1,0.8,0.1,0.9,100,0.1,45.6140350877193,45.6140350877193,35.8674463937622,-660.526315789474,50.288220550397,10812.7942435683,-9048.91358260942,12750.5709897275,131343.011676624,2889.81343711391,9860.75755261357,131343.011676624,-121482.25412401
0.1,0.9,0.1,0.1,100,0.1,45.6140350877193,45.6140350877193,35.8674463937622,-38.2066276803119,52.1872892604263,10812.7942435683,-9048.91358260942,12750.5709897275,7615.96643435962,3089.27959184219,9661.29139788529,7615.96643435962,2045.32496352567
0.1,0.9,0.1,0.2,100,0.1,45.6140350877193,45.6140350877193,35.8674463937622,-49.2324561403509,51.801607588837,10812.7942435683,-9048.91358260942,12750.5709897275,9808.07637845221,3048.15079000173,9702.42019972575,9808.07637845221,-105.656178726455
0.1,0.9,0.1,0.3,100,0.1,45.6140350877193,45.6140350877193,35.8674463937622,-63.4085213032581,51.4745443334959,10812.7942435683,-9048.91358260942,12750.5709897275,12626.5034494284,3012.22658713118,9738.3444025963,12626.5034494284,-2888.15904683209
0.1,0.9,0.1,0.4,100,0.1,45.6140350877193,45.6140350877193,35.8674463937622,-82.3099415204678,51.197597919057,10812.7942435683,-9048.91358260942,12750.5709897275,16384.40621073,2980.57365389247,9769.997335835,16384.40621073,-6614.40887489496
0.1,0.9,0.1,0.5,100,0.1,45.6140350877193,45.6140350877193,35.8674463937622,-108.771929824561,50.9254594886183,10812.7942435683,-9048.91358260942,12750.5709897275,21645.4700765522,2950.7457433871,9799.82524634038,21645.4700765522,-11845.6448302118
0.1,0.9,0.1,0.6,100,0.1,45.6140350877193,45.6140350877193,35.8674463937622,-148.464912280702,50.5891040674813,10812.7942435683,-9048.91358260942,12750.5709897275,29537.0658752855,2920.45917256751,9830.11181715997,29537.0658752855,-19706.9540581255
0.1,0.9,0.1,0.7,100,0.1,45.6140350877193,45.6140350877193,35.8674463937622,-214.619883040936,50.2928121303048,10812.7942435683,-9048.91358260942,12750.5709897275,42689.725539841,2893.84816884111,9856.72282088637,42689.725539841,-32833.0027189546
0.1,0.9,0.1,0.8,100,0.1,45.6140350877193,45.6140350877193,35.8674463937622,-346.929824561404,50.0298280914625,10812.7942435683,-9048.91358260942,12750.5709897275,68995.044868952,2870.29023709645,9880.28075263103,68995.044868952,-59114.764116321
0.1,0.9,0.1,0.9,100,0.1,45.6140350877193,45.6140350877193,35.8674463937622,-743.859649122807,49.7948343262989,10812.7942435683,-9048.91358260942,12750.5709897275,147911.002856285,2849.29477288881,9901.27621683867,147911.002856285,-138009.726639446
