"M_ab","M_ba","D_ab","D_ba","max_accept.x_a","max_accept.x_b","max_accept.e_star_a","max_accept.e_star_b","max_accept.e_hat_a","max_accept.e_hat_b","max_accept.e_a_star","max_accept.npv_a_star","max_accept.npv_b_star","max_accept.npv_a_hat","max_accept.npv_b_hat","max_accept.V_star","max_accept.WTP_A","max_accept.WTA_B","max_accept.accept"
0.3,0.1,0.9,0.1,5.35789473684211,47.421052631579,45.6140350877193,45.6140350877193,-243.859649122807,35.8674463937622,0,-8003.56053912638,359.263808737916,49548.4088218016,2297.04055489711,1053.31649606655,48495.0923257351,2297.04055489711,NA
0.3,0.1,0.9,0.1,5.35789473684211,52.6789473684211,45.6140350877193,45.6140350877193,-243.859649122807,35.8674463937622,0,-8003.56053912638,1404.61685222095,49548.4088218016,3342.39359838014,1068.84148063417,48479.5673411674,3342.39359838014,NA
0.3,0.1,0.9,0.1,5.35789473684211,57.9368421052632,45.6140350877193,45.6140350877193,-243.859649122807,35.8674463937622,0,-8003.56053912638,2449.96989570399,49548.4088218016,4387.74664186318,1082.25848230017,48466.1503395014,4387.74664186318,NA
0.3,0.1,0.9,0.1,5.35789473684211,63.1947368421053,45.6140350877193,45.6140350877193,-243.859649122807,35.8674463937622,0,-8003.56053912638,3495.32293918703,49548.4088218016,5433.09968534622,1093.91905944039,48454.4897623612,5433.09968534622,NA
0.3,0.1,0.9,0.1,5.35789473684211,68.4526315789474,45.6140350877193,45.6140350877193,-243.859649122807,35.8674463937622,0,-8003.56053912638,4540.67598267007,49548.4088218016,6478.45272882926,1104.01884039412,48444.3899814075,6478.45272882926,NA
0.3,0.1,0.9,0.1,5.35789473684211,73.7105263157895,45.6140350877193,45.6140350877193,-243.859649122807,35.8674463937622,0,-8003.56053912638,5586.0290261531,49548.4088218016,7523.80577231229,1112.75817854768,48435.6506432539,7523.80577231229,NA
0.3,0.1,0.9,0.1,5.35789473684211,78.9684210526316,45.6140350877193,45.6140350877193,-243.859649122807,35.8674463937622,0,-8003.56053912638,6631.38206963614,49548.4088218016,8569.15881579533,1120.47072382248,48427.9380979791,8569.15881579533,NA
0.3,0.1,0.9,0.1,5.35789473684211,84.2263157894737,45.6140350877193,45.6140350877193,-243.859649122807,35.8674463937622,0,-8003.56053912638,7676.73511311918,49548.4088218016,9614.51185927837,1127.08007594611,48421.3287458555,9614.51185927837,NA
0.3,0.1,0.9,0.1,5.35789473684211,89.4842105263158,45.6140350877193,45.6140350877193,-243.859649122807,35.8674463937622,0,-8003.56053912638,8722.08815660221,49548.4088218016,10659.8649027614,1132.79226787882,48415.6165539228,10659.8649027614,NA
0.3,0.1,0.9,0.1,5.35789473684211,94.7421052631579,45.6140350877193,45.6140350877193,-243.859649122807,35.8674463937622,0,-8003.56053912638,9767.44120008525,49548.4088218016,11705.2179462444,1137.67878784899,48410.7300339526,11705.2179462444,NA
0.3,0.1,0.9,0.1,5.35789473684211,100,45.6140350877193,45.6140350877193,-243.859649122807,35.8674463937622,0,-8003.56053912638,10812.7942435683,49548.4088218016,12750.5709897275,1141.86505473746,48406.5437670641,12750.5709897275,NA
0.3,0.1,0.9,0.1,10.6157894736842,36.9052631578947,45.6140350877193,45.6140350877193,-243.859649122807,35.8674463937622,0,-6958.20749564335,-1731.44227822816,50593.7618652847,206.334467931031,1066.48456406533,49527.2773012193,206.334467931031,NA
0.3,0.1,0.9,0.1,10.6157894736842,42.1631578947368,45.6140350877193,45.6140350877193,-243.859649122807,35.8674463937622,0,-6958.20749564335,-686.089234745121,50593.7618652847,1251.68751141407,1087.80438465635,49505.9574806283,1251.68751141407,NA
0.3,0.1,0.9,0.1,10.6157894736842,47.421052631579,45.6140350877193,45.6140350877193,-243.859649122807,35.8674463937622,0,-6958.20749564335,359.263808737916,50593.7618652847,2297.04055489711,1105.89544343497,49487.8664218497,2297.04055489711,NA
0.3,0.1,0.9,0.1,10.6157894736842,52.6789473684211,45.6140350877193,45.6140350877193,-243.859649122807,35.8674463937622,0,-6958.20749564335,1404.61685222095,50593.7618652847,3342.39359838014,1121.4204280026,49472.3414372821,3342.39359838014,NA
0.3,0.1,0.9,0.1,10.6157894736842,57.9368421052632,45.6140350877193,45.6140350877193,-243.859649122807,35.8674463937622,0,-6958.20749564335,2449.96989570399,50593.7618652847,4387.74664186318,1134.83742966859,49458.9244356161,4387.74664186318,NA
0.3,0.1,0.9,0.1,10.6157894736842,63.1947368421053,45.6140350877193,45.6140350877193,-243.859649122807,35.8674463937622,0,-6958.20749564335,3495.32293918703,50593.7618652847,5433.09968534622,1146.49800680881,49447.2638584758,5433.09968534622,NA
0.3,0.1,0.9,0.1,10.6157894736842,68.4526315789474,45.6140350877193,45.6140350877193,-243.859649122807,35.8674463937622,0,-6958.20749564335,4540.67598267007,50593.7618652847,6478.45272882926,1156.59778776254,49437.1640775221,6478.45272882926,NA
0.3,0.1,0.9,0.1,10.6157894736842,73.7105263157895,45.6140350877193,45.6140350877193,-243.859649122807,35.8674463937622,0,-6958.20749564335,5586.0290261531,50593.7618652847,7523.80577231229,1165.3371259161,49428.4247393686,7523.80577231229,NA
0.3,0.1,0.9,0.1,10.6157894736842,78.9684210526316,45.6140350877193,45.6140350877193,-243.859649122807,35.8674463937622,0,-6958.20749564335,6631.38206963614,50593.7618652847,8569.15881579533,1173.0496711909,49420.7121940938,8569.15881579533,NA
0.3,0.1,0.9,0.1,10.6157894736842,84.2263157894737,45.6140350877193,45.6140350877193,-243.859649122807,35.8674463937622,0,-6958.20749564335,7676.73511311918,50593.7618652847,9614.51185927837,1179.65902331453,49414.1028419701,9614.51185927837,NA
0.3,0.1,0.9,0.1,10.6157894736842,89.4842105263158,45.6140350877193,45.6140350877193,-243.859649122807,35.8674463937622,0,-6958.20749564335,8722.08815660221,50593.7618652847,10659.8649027614,1185.37121524724,49408.3906500374,10659.8649027614,NA
0.3,0.1,0.9,0.1,10.6157894736842,94.7421052631579,45.6140350877193,45.6140350877193,-243.859649122807,35.8674463937622,0,-6958.20749564335,9767.44120008525,50593.7618652847,11705.2179462444,1190.25773521742,49403.5041300672,11705.2179462444,NA
0.3,0.1,0.9,0.1,10.6157894736842,100,45.6140350877193,45.6140350877193,-243.859649122807,35.8674463937622,0,-6958.20749564335,10812.7942435683,50593.7618652847,12750.5709897275,1194.44400210588,49399.3178631788,12750.5709897275,NA
0.3,0.1,0.9,0.1,15.8736842105263,36.9052631578947,45.6140350877193,45.6140350877193,-243.859649122807,35.8674463937622,0,-5912.85445216031,-1731.44227822816,51639.1149087677,206.334467931031,1119.06351143375,50520.0513973339,206.334467931031,NA
0.3,0.1,0.9,0.1,15.8736842105263,42.1631578947368,45.6140350877193,45.6140350877193,-243.859649122807,35.8674463937622,0,-5912.85445216031,-686.089234745121,51639.1149087677,1251.68751141407,1140.38333202477,50498.7315767429,1251.68751141407,NA
0.3,0.1,0.9,0.1,15.8736842105263,47.421052631579,45.6140350877193,45.6140350877193,-243.859649122807,35.8674463937622,0,-5912.85445216031,359.263808737916,51639.1149087677,2297.04055489711,1158.47439080339,50480.6405179643,2297.04055489711,NA
0.3,0.1,0.9,0.1,15.8736842105263,52.6789473684211,45.6140350877193,45.6140350877193,-243.859649122807,35.8674463937622,0,-5912.85445216031,1404.61685222095,51639.1149087677,3342.39359838014,1173.99937537102,50465.1155333967,3342.39359838014,NA
0.3,0.1,0.9,0.1,15.8736842105263,57.9368421052632,45.6140350877193,45.6140350877193,-243.859649122807,35.8674463937622,0,-5912.85445216031,2449.96989570399,51639.1149087677,4387.74664186318,1187.41637703701,50451.6985317307,4387.74664186318,NA
0.3,0.1,0.9,0.1,15.8736842105263,63.1947368421053,45.6140350877193,45.6140350877193,-243.859649122807,35.8674463937622,0,-5912.85445216031,3495.32293918703,51639.1149087677,5433.09968534622,1199.07695417723,50440.0379545905,5433.09968534622,NA
0.3,0.1,0.9,0.1,15.8736842105263,68.4526315789474,45.6140350877193,45.6140350877193,-243.859649122807,35.8674463937622,0,-5912.85445216031,4540.67598267007,51639.1149087677,6478.45272882926,1209.17673513096,50429.9381736367,6478.45272882926,NA
0.3,0.1,0.9,0.1,15.8736842105263,73.7105263157895,45.6140350877193,45.6140350877193,-243.859649122807,35.8674463937622,0,-5912.85445216031,5586.0290261531,51639.1149087677,7523.80577231229,1217.91607328452,50421.1988354832,7523.80577231229,NA
0.3,0.1,0.9,0.1,15.8736842105263,78.9684210526316,45.6140350877193,45.6140350877193,-243.859649122807,35.8674463937622,0,-5912.85445216031,6631.38206963614,51639.1149087677,8569.15881579533,1225.62861855932,50413.4862902084,8569.15881579533,NA
0.3,0.1,0.9,0.1,15.8736842105263,84.2263157894737,45.6140350877193,45.6140350877193,-243.859649122807,35.8674463937622,0,-5912.85445216031,7676.73511311918,51639.1149087677,9614.51185927837,1232.23797068295,50406.8769380847,9614.51185927837,NA
0.3,0.1,0.9,0.1,15.8736842105263,89.4842105263158,45.6140350877193,45.6140350877193,-243.859649122807,35.8674463937622,0,-5912.85445216031,8722.08815660221,51639.1149087677,10659.8649027614,1237.95016261566,50401.164746152,10659.8649027614,NA
0.3,0.1,0.9,0.1,15.8736842105263,94.7421052631579,45.6140350877193,45.6140350877193,-243.859649122807,35.8674463937622,0,-5912.85445216031,9767.44120008525,51639.1149087677,11705.2179462444,1242.83668258584,50396.2782261818,11705.2179462444,NA
0.3,0.1,0.9,0.1,15.8736842105263,100,45.6140350877193,45.6140350877193,-243.859649122807,35.8674463937622,0,-5912.85445216031,10812.7942435683,51639.1149087677,12750.5709897275,1247.0229494743,50392.0919592934,12750.5709897275,NA
0.3,0.1,0.9,0.1,21.1315789473684,36.9052631578947,45.6140350877193,45.6140350877193,-243.859649122807,35.8674463937622,0,-4867.50140867727,-1731.44227822816,52684.4679522507,206.334467931031,1171.64245880217,51512.8254934486,206.334467931031,NA
0.3,0.1,0.9,0.1,21.1315789473684,42.1631578947368,45.6140350877193,45.6140350877193,-243.859649122807,35.8674463937622,0,-4867.50140867727,-686.089234745121,52684.4679522507,1251.68751141407,1192.9622793932,51491.5056728575,1251.68751141407,NA
0.3,0.1,0.9,0.1,21.1315789473684,47.421052631579,45.6140350877193,45.6140350877193,-243.859649122807,35.8674463937622,0,-4867.50140867727,359.263808737916,52684.4679522507,2297.04055489711,1211.05333817181,51473.4146140789,2297.04055489711,NA
0.3,0.1,0.9,0.1,21.1315789473684,52.6789473684211,45.6140350877193,45.6140350877193,-243.859649122807,35.8674463937622,0,-4867.50140867727,1404.61685222095,52684.4679522507,3342.39359838014,1226.57832273944,51457.8896295113,3342.39359838014,NA
0.3,0.1,0.9,0.1,21.1315789473684,57.9368421052632,45.6140350877193,45.6140350877193,-243.859649122807,35.8674463937622,0,-4867.50140867727,2449.96989570399,52684.4679522507,4387.74664186318,1239.99532440543,51444.4726278453,4387.74664186318,NA
0.3,0.1,0.9,0.1,21.1315789473684,63.1947368421053,45.6140350877193,45.6140350877193,-243.859649122807,35.8674463937622,0,-4867.50140867727,3495.32293918703,52684.4679522507,5433.09968534622,1251.65590154566,51432.8120507051,5433.09968534622,NA
0.3,0.1,0.9,0.1,21.1315789473684,68.4526315789474,45.6140350877193,45.6140350877193,-243.859649122807,35.8674463937622,0,-4867.50140867727,4540.67598267007,52684.4679522507,6478.45272882926,1261.75568249938,51422.7122697513,6478.45272882926,NA
0.3,0.1,0.9,0.1,21.1315789473684,73.7105263157895,45.6140350877193,45.6140350877193,-243.859649122807,35.8674463937622,0,-4867.50140867727,5586.0290261531,52684.4679522507,7523.80577231229,1270.49502065294,51413.9729315978,7523.80577231229,NA
0.3,0.1,0.9,0.1,21.1315789473684,78.9684210526316,45.6140350877193,45.6140350877193,-243.859649122807,35.8674463937622,0,-4867.50140867727,6631.38206963614,52684.4679522507,8569.15881579533,1278.20756592774,51406.260386323,8569.15881579533,NA
0.3,0.1,0.9,0.1,21.1315789473684,84.2263157894737,45.6140350877193,45.6140350877193,-243.859649122807,35.8674463937622,0,-4867.50140867727,7676.73511311918,52684.4679522507,9614.51185927837,1284.81691805137,51399.6510341994,9614.51185927837,NA
0.3,0.1,0.9,0.1,21.1315789473684,89.4842105263158,45.6140350877193,45.6140350877193,-243.859649122807,35.8674463937622,0,-4867.50140867727,8722.08815660221,52684.4679522507,10659.8649027614,1290.52910998408,51393.9388422666,10659.8649027614,NA
0.3,0.1,0.9,0.1,21.1315789473684,94.7421052631579,45.6140350877193,45.6140350877193,-243.859649122807,35.8674463937622,0,-4867.50140867727,9767.44120008525,52684.4679522507,11705.2179462444,1295.41562995426,51389.0523222965,11705.2179462444,NA
0.3,0.1,0.9,0.1,21.1315789473684,100,45.6140350877193,45.6140350877193,-243.859649122807,35.8674463937622,0,-4867.50140867727,10812.7942435683,52684.4679522507,12750.5709897275,1299.60189684272,51384.866055408,12750.5709897275,NA
0.3,0.1,0.9,0.1,26.3894736842105,36.9052631578947,45.6140350877193,45.6140350877193,-243.859649122807,35.8674463937622,0,-3822.14836519423,-1731.44227822816,53729.8209957338,206.334467931031,1224.22140617059,52505.5995895632,206.334467931031,NA
0.3,0.1,0.9,0.1,26.3894736842105,42.1631578947368,45.6140350877193,45.6140350877193,-243.859649122807,35.8674463937622,0,-3822.14836519423,-686.089234745121,53729.8209957338,1251.68751141407,1245.54122676162,52484.2797689721,1251.68751141407,NA
0.3,0.1,0.9,0.1,26.3894736842105,47.421052631579,45.6140350877193,45.6140350877193,-243.859649122807,35.8674463937622,0,-3822.14836519423,359.263808737916,53729.8209957338,2297.04055489711,1263.63228554023,52466.1887101935,2297.04055489711,NA
0.3,0.1,0.9,0.1,26.3894736842105,52.6789473684211,45.6140350877193,45.6140350877193,-243.859649122807,35.8674463937622,0,-3822.14836519423,1404.61685222095,53729.8209957338,3342.39359838014,1279.15727010786,52450.6637256259,3342.39359838014,NA
0.3,0.1,0.9,0.1,26.3894736842105,57.9368421052632,45.6140350877193,45.6140350877193,-243.859649122807,35.8674463937622,0,-3822.14836519423,2449.96989570399,53729.8209957338,4387.74664186318,1292.57427177385,52437.2467239599,4387.74664186318,NA
0.3,0.1,0.9,0.1,26.3894736842105,63.1947368421053,45.6140350877193,45.6140350877193,-243.859649122807,35.8674463937622,0,-3822.14836519423,3495.32293918703,53729.8209957338,5433.09968534622,1304.23484891408,52425.5861468197,5433.09968534622,NA
0.3,0.1,0.9,0.1,26.3894736842105,68.4526315789474,45.6140350877193,45.6140350877193,-243.859649122807,35.8674463937622,0,-3822.14836519423,4540.67598267007,53729.8209957338,6478.45272882926,1314.3346298678,52415.486365866,6478.45272882926,NA
0.3,0.1,0.9,0.1,26.3894736842105,73.7105263157895,45.6140350877193,45.6140350877193,-243.859649122807,35.8674463937622,0,-3822.14836519423,5586.0290261531,53729.8209957338,7523.80577231229,1323.07396802136,52406.7470277124,7523.80577231229,NA
0.3,0.1,0.9,0.1,26.3894736842105,78.9684210526316,45.6140350877193,45.6140350877193,-243.859649122807,35.8674463937622,0,-3822.14836519423,6631.38206963614,53729.8209957338,8569.15881579533,1330.78651329616,52399.0344824376,8569.15881579533,NA
0.3,0.1,0.9,0.1,26.3894736842105,84.2263157894737,45.6140350877193,45.6140350877193,-243.859649122807,35.8674463937622,0,-3822.14836519423,7676.73511311918,53729.8209957338,9614.51185927837,1337.39586541979,52392.425130314,9614.51185927837,NA
0.3,0.1,0.9,0.1,26.3894736842105,89.4842105263158,45.6140350877193,45.6140350877193,-243.859649122807,35.8674463937622,0,-3822.14836519423,8722.08815660221,53729.8209957338,10659.8649027614,1343.10805735251,52386.7129383813,10659.8649027614,NA
0.3,0.1,0.9,0.1,26.3894736842105,94.7421052631579,45.6140350877193,45.6140350877193,-243.859649122807,35.8674463937622,0,-3822.14836519423,9767.44120008525,53729.8209957338,11705.2179462444,1347.99457732268,52381.8264184111,11705.2179462444,NA
0.3,0.1,0.9,0.1,26.3894736842105,100,45.6140350877193,45.6140350877193,-243.859649122807,35.8674463937622,0,-3822.14836519423,10812.7942435683,53729.8209957338,12750.5709897275,1352.18084421114,52377.6401515226,12750.5709897275,NA
0.3,0.1,0.9,0.1,31.6473684210526,36.9052631578947,45.6140350877193,45.6140350877193,-243.859649122807,35.8674463937622,0,-2776.7953217112,-1731.44227822816,54775.1740392168,206.334467931031,1276.80035353901,53498.3736856778,206.334467931031,NA
0.3,0.1,0.9,0.1,31.6473684210526,42.1631578947368,45.6140350877193,45.6140350877193,-243.859649122807,35.8674463937622,0,-2776.7953217112,-686.089234745121,54775.1740392168,1251.68751141407,1298.12017413004,53477.0538650868,1251.68751141407,NA
