"value_m","value_d","max_accept.x_a","max_accept.x_b","max_accept.e_star_a","max_accept.e_star_b","max_accept.e_hat_a","max_accept.e_hat_b","max_accept.e_a_star","max_accept.npv_a_star","max_accept.npv_b_star","max_accept.npv_a_hat","max_accept.npv_b_hat","max_accept.V_star","max_accept.WTP_A","max_accept.WTA_B","max_accept.accept"
0.8,0.4,100,0.1,45.6140350877193,45.6140350877193,-68.421052631579,-68.421052631579,51.7149362052971,10812.7942435683,-9048.91358260942,33484.7821736308,13623.0743474531,3581.85266619265,29902.9295074382,13623.0743474531,16279.8551599851
0.8,0.5,100,0.1,45.6140350877193,45.6140350877193,-92.1052631578947,-92.1052631578947,49.8389811253183,10812.7942435683,-9048.91358260942,38193.5796667977,18331.8718406199,3582.81075972667,34610.768907071,18331.8718406199,16278.897066451
0.8,0.6,100,0.1,45.6140350877193,45.6140350877193,-127.631578947368,-127.631578947368,50.1183051121858,10812.7942435683,-9048.91358260942,45256.7759065479,25395.0680803702,3583.27758329127,41673.4983232566,25395.0680803702,16278.4302428864
0.8,0.7,100,0.1,45.6140350877193,45.6140350877193,-186.842105263158,-186.842105263158,52.2643785661899,10812.7942435683,-9048.91358260942,57028.769639465,37167.0618132873,3582.36683693686,53446.4028025281,37167.0618132873,16279.3409892409
0.8,0.8,100,0.1,45.6140350877193,45.6140350877193,-305.263157894737,-305.263157894737,50.8128370986619,10812.7942435683,-9048.91358260942,80572.7571052992,60711.0492791215,3580.38563888316,76992.371466416,60711.0492791215,16281.3221872945
0.8,0.9,100,0.1,45.6140350877193,45.6140350877193,-660.526315789474,-660.526315789474,50.2225560062364,10812.7942435683,-9048.91358260942,151204.719502802,131343.011676624,3576.97989656222,147627.739606239,131343.011676624,16284.7279296155
0.9,0.1,100,0.1,45.6140350877193,45.6140350877193,-38.2066276803119,-38.2066276803119,50.3402107026543,10812.7942435683,-9048.91358260942,27477.6742605373,7615.96643435962,3596.19400807291,23881.4802524644,7615.96643435962,16265.5138181048
0.9,0.2,100,0.1,45.6140350877193,45.6140350877193,-49.2324561403509,-49.2324561403509,49.292681402056,10812.7942435683,-9048.91358260942,29669.7842046299,9808.07637845221,3596.879130826,26072.9050738039,9808.07637845221,16264.8286953517
0.9,0.3,100,0.1,45.6140350877193,45.6140350877193,-63.4085213032581,-63.4085213032581,47.8835229764089,10812.7942435683,-9048.91358260942,32488.2112756061,12626.5034494284,3596.29715904878,28891.9141165573,12626.5034494284,16265.4106671289
0.9,0.4,100,0.1,45.6140350877193,45.6140350877193,-82.3099415204678,-82.3099415204678,48.3486500634191,10812.7942435683,-9048.91358260942,36246.1140369077,16384.40621073,3593.57486617296,32652.5391707347,16384.40621073,16268.1329600048
0.9,0.5,100,0.1,45.6140350877193,45.6140350877193,-108.771929824561,-108.771929824561,48.5995870699536,10812.7942435683,-9048.91358260942,41507.1779027299,21645.4700765522,3590.08984410981,37917.0880586201,21645.4700765522,16271.6179820679
0.9,0.6,100,0.1,45.6140350877193,45.6140350877193,-148.464912280702,-148.464912280702,48.5027079324632,10812.7942435683,-9048.91358260942,49398.7737014632,29537.0658752855,3585.88034949486,45812.8933519683,29537.0658752855,16275.8274766829
0.9,0.7,100,0.1,45.6140350877193,45.6140350877193,-214.619883040936,-214.619883040936,47.1241217312061,10812.7942435683,-9048.91358260942,62551.4333660187,42689.725539841,3577.2308662935,58974.2024997252,42689.725539841,16284.4769598842
0.9,0.8,100,0.1,45.6140350877193,45.6140350877193,-346.929824561404,-346.929824561404,48.4869186510646,10812.7942435683,-9048.91358260942,88856.7526951298,68995.044868952,3565.2344299172,85291.5182652126,68995.044868952,16296.4733962605
0.9,0.9,100,0.1,45.6140350877193,45.6140350877193,-743.859649122807,-743.859649122807,49.3585898194893,10812.7942435683,-9048.91358260942,167772.710682463,147911.002856285,3549.18179944621,164223.528883017,147911.002856285,16312.5260267315
